hazard_id,date,year,month,week,quarter,weekday,area_code,area_name,hazard_category,hazard_type,description,risk_level,risk_score,status,rectify_date,rectify_days,responsible,inspector,data_type
HZ-2025-R00018,2025-01-02,2025,1,1,2025Q1,Thursday,EXTRACTION,萃取车间,化学品安全,泄漏风险,萃取车间管道法兰渗漏,High,10,已整改,2025-01-04,2.0,李鹏,瞿芳,recent
HZ-2025-R00017,2025-01-02,2025,1,1,2025Q1,Thursday,EXTRACTION,萃取车间,机械安全,防护罩缺失,萃取车间设备防护装置被拆除,Low,3,已整改,2025-01-23,21.0,萧俊,孙桂兰,recent
HZ-2025-R00016,2025-01-02,2025,1,1,2025Q1,Thursday,RAW_MATERIAL,原料仓库,行走安全,通道障碍,原料仓库安全通道宽度不足,Low,3,已整改,2025-01-23,21.0,徐坤,柯斌,recent
HZ-2025-R00014,2025-01-02,2025,1,1,2025Q1,Thursday,NICKEL_COBALT,镍钴车间,化学品安全,泄漏风险,镍钴车间管道法兰渗漏,Low,2,已整改,2025-01-24,22.0,张琳,韩琳,recent
HZ-2025-R00013,2025-01-02,2025,1,1,2025Q1,Thursday,RAW_MATERIAL,原料仓库,作业安全,吊装作业问题,原料仓库吊装区域无警戒,Low,2,已整改,2025-01-18,16.0,颜桂芝,杨玉华,recent
HZ-2025-R00012,2025-01-02,2025,1,1,2025Q1,Thursday,CONTROL_CENTER,中控室,电气安全,接地不良,中控室接地电阻超标,Low,2,已整改,2025-01-20,18.0,杨玲,张秀英,recent
HZ-2025-R00011,2025-01-02,2025,1,1,2025Q1,Thursday,UTILITIES,公用工程,化学品安全,泄漏风险,公用工程储罐液位超限,Medium,6,已整改,2025-01-07,5.0,李平,黄玉,recent
HZ-2025-R00015,2025-01-02,2025,1,1,2025Q1,Thursday,WASTEWATER,废水处理,消防安全,消防通道堵塞,废水处理安全出口被锁闭,Medium,5,已整改,2025-01-15,13.0,刘旭,韦红,recent
HZ-2025-R00029,2025-01-03,2025,1,1,2025Q1,Friday,NICKEL_COBALT,镍钴车间,电气安全,配电箱隐患,镍钴车间配电箱门未关闭上锁,Low,2,已整改,2025-01-23,20.0,韦秀云,李文,recent
HZ-2025-R00030,2025-01-03,2025,1,1,2025Q1,Friday,UTILITIES,公用工程,消防安全,灭火器过期,公用工程灭火器超过有效期,High,9,已整改,2025-01-04,1.0,姚文,赵健,recent
HZ-2025-R00031,2025-01-03,2025,1,1,2025Q1,Friday,SULFURIC_ACID,硫酸车间,电气安全,配电箱隐患,硫酸车间配电箱内堆放杂物,Low,1,已整改,2025-01-21,18.0,任秀珍,赵玉华,recent
HZ-2025-R00028,2025-01-03,2025,1,1,2025Q1,Friday,ELECTROLYSIS,电解车间,化学品安全,MSDS缺失,电解车间未配备化学品安全技术说明书,Low,2,已整改,2025-01-31,28.0,朱桂珍,曹文,recent
HZ-2025-R00024,2025-01-03,2025,1,1,2025Q1,Friday,RAW_MATERIAL,原料仓库,消防安全,消防通道堵塞,原料仓库消防通道被物料占用,Low,3,已整改,2025-01-19,16.0,朱玉英,杨建平,recent
HZ-2025-R00026,2025-01-03,2025,1,1,2025Q1,Friday,ELECTROLYSIS,电解车间,消防安全,消防通道堵塞,电解车间消防通道被物料占用,Low,3,已整改,2025-01-19,16.0,邹帆,黄文,recent
HZ-2025-R00025,2025-01-03,2025,1,1,2025Q1,Friday,SULFURIC_ACID,硫酸车间,化学品安全,标识缺失,硫酸车间化学品无安全标签,Low,2,已整改,2025-01-27,24.0,蔡桂英,李建平,recent
HZ-2025-R00023,2025-01-03,2025,1,1,2025Q1,Friday,EXTRACTION,萃取车间,个人防护,PPE佩戴不规范,萃取车间作业人员未穿防护服,Medium,7,已整改,2025-01-14,11.0,蔺玉兰,叶军,recent
HZ-2025-R00027,2025-01-03,2025,1,1,2025Q1,Friday,EXTRACTION,萃取车间,化学品安全,泄漏风险,萃取车间管道法兰渗漏,Medium,6,已整改,2025-01-07,4.0,袁楠,辛颖,recent
HZ-2025-R00032,2025-01-04,2025,1,1,2025Q1,Saturday,ELECTROLYSIS,电解车间,个人防护,防护用品缺失,电解车间专用防护用品未配备,Low,3,已整改,2025-02-03,30.0,魏雪,江利,recent
HZ-2025-R00033,2025-01-04,2025,1,1,2025Q1,Saturday,NICKEL_COBALT,镍钴车间,化学品安全,混存问题,镍钴车间酸碱类化学品混存,Low,1,已整改,2025-01-31,27.0,吴艳,金琳,recent
HZ-2025-R00034,2025-01-04,2025,1,1,2025Q1,Saturday,FINISHED_GOODS,成品仓库,电气安全,临时用电,成品仓库发现临时用电未办理审批手续,Medium,6,已整改,2025-01-07,3.0,曾雪,盛建国,recent
HZ-2025-R00035,2025-01-05,2025,1,1,2025Q1,Sunday,SULFURIC_ACID,硫酸车间,消防安全,消防通道堵塞,硫酸车间消防通道被物料占用,Low,3,已整改,2025-01-25,20.0,李洋,刘鹏,recent
HZ-2025-R00036,2025-01-05,2025,1,1,2025Q1,Sunday,ELECTROLYSIS,电解车间,机械安全,紧急停止失效,电解车间急停按钮失效,Low,1,已整改,2025-01-13,8.0,孙桂荣,陶瑞,recent
HZ-2025-R00045,2025-01-06,2025,1,2,2025Q1,Monday,FINISHED_GOODS,成品仓库,行走安全,地面湿滑,成品仓库地面积水未及时清理,Medium,4,已整改,2025-01-13,7.0,陈玉梅,周晨,recent
HZ-2025-R00044,2025-01-06,2025,1,2,2025Q1,Monday,NICKEL_COBALT,镍钴车间,电气安全,配电箱隐患,镍钴车间配电箱门未关闭上锁,Low,1,已整改,2025-01-19,13.0,阎荣,文晨,recent
HZ-2025-R00043,2025-01-06,2025,1,2,2025Q1,Monday,RAW_MATERIAL,原料仓库,个人防护,防护用品损坏,原料仓库防护手套破损,Low,3,已整改,2025-01-28,22.0,殷文,关志强,recent
HZ-2025-R00042,2025-01-06,2025,1,2,2025Q1,Monday,WASTEWATER,废水处理,作业安全,高处作业违规,废水处理高处作业未系安全带,Low,2,已整改,2025-01-18,12.0,何强,高佳,recent
HZ-2025-R00038,2025-01-06,2025,1,2,2025Q1,Monday,SULFURIC_ACID,硫酸车间,行走安全,照明不足,硫酸车间照明灯损坏未更换,Low,3,已整改,2025-01-22,16.0,张林,张玉兰,recent
HZ-2025-R00040,2025-01-06,2025,1,2,2025Q1,Monday,EXTRACTION,萃取车间,个人防护,防护用品缺失,萃取车间防护用品配备不足,Low,1,已整改,2025-01-15,9.0,杨春梅,李欢,recent
HZ-2025-R00039,2025-01-06,2025,1,2,2025Q1,Monday,RAW_MATERIAL,原料仓库,消防安全,烟感故障,原料仓库烟感探测器被遮挡,Low,2,已整改,2025-01-29,23.0,王淑华,陈建华,recent
HZ-2025-R00037,2025-01-06,2025,1,2,2025Q1,Monday,UTILITIES,公用工程,电气安全,接地不良,公用工程设备接地线松动,Medium,7,已整改,2025-01-15,9.0,敖玉英,张云,recent
HZ-2025-R00041,2025-01-06,2025,1,2,2025Q1,Monday,NICKEL_COBALT,镍钴车间,化学品安全,标识缺失,镍钴车间化学品无安全标签,Low,1,已整改,2025-01-15,9.0,孙淑华,张彬,recent
HZ-2025-R00051,2025-01-07,2025,1,2,2025Q1,Tuesday,FINISHED_GOODS,成品仓库,电气安全,临时用电,成品仓库临时配电箱未接地,Low,3,已整改,2025-01-21,14.0,王超,庄秀荣,recent
HZ-2025-R00053,2025-01-07,2025,1,2,2025Q1,Tuesday,UTILITIES,公用工程,特种设备,叉车违规,公用工程叉车载人违规,Low,3,已整改,2025-01-24,17.0,段婷,赵萍,recent
HZ-2025-R00052,2025-01-07,2025,1,2,2025Q1,Tuesday,EXTRACTION,萃取车间,消防安全,应急照明故障,萃取车间应急照明灯不亮,Low,3,已整改,2025-01-17,10.0,官丽娟,史荣,recent
HZ-2025-R00050,2025-01-07,2025,1,2,2025Q1,Tuesday,UTILITIES,公用工程,机械安全,传动部件裸露,公用工程皮带轮无防护,Low,3,已整改,2025-02-06,30.0,王旭,许玉华,recent
HZ-2025-R00047,2025-01-07,2025,1,2,2025Q1,Tuesday,WASTEWATER,废水处理,机械安全,设备故障,废水处理设备异常振动未处理,Low,3,已整改,2025-02-05,29.0,王亮,左玉兰,recent
HZ-2025-R00048,2025-01-07,2025,1,2,2025Q1,Tuesday,WASTEWATER,废水处理,化学品安全,存储不当,废水处理化学品未分类存放,Low,2,已整改,2025-02-01,25.0,阎健,袁秀云,recent
HZ-2025-R00046,2025-01-07,2025,1,2,2025Q1,Tuesday,SULFURIC_ACID,硫酸车间,作业安全,动火作业隐患,硫酸车间动火作业无审批,Low,1,已整改,2025-01-15,8.0,曾平,徐鹏,recent
HZ-2025-R00049,2025-01-07,2025,1,2,2025Q1,Tuesday,RAW_MATERIAL,原料仓库,机械安全,紧急停止失效,原料仓库急停按钮失效,Low,2,已整改,2025-01-15,8.0,伊磊,曾倩,recent
HZ-2025-R00063,2025-01-08,2025,1,2,2025Q1,Wednesday,CONTROL_CENTER,中控室,作业安全,高处作业违规,中控室高处作业未系安全带,Low,2,已整改,2025-01-25,17.0,蒋玉,徐春梅,recent
HZ-2025-R00062,2025-01-08,2025,1,2,2025Q1,Wednesday,CONTROL_CENTER,中控室,电气安全,漏电保护失效,中控室漏电保护器未定期检测,Medium,5,已整改,2025-01-21,13.0,黄秀珍,李娜,recent
HZ-2025-R00061,2025-01-08,2025,1,2,2025Q1,Wednesday,WASTEWATER,废水处理,消防安全,应急照明故障,废水处理应急照明灯不亮,Low,2,已整改,2025-01-16,8.0,周璐,涂雪,recent
HZ-2025-R00060,2025-01-08,2025,1,2,2025Q1,Wednesday,SULFURIC_ACID,硫酸车间,作业安全,受限空间问题,硫酸车间受限空间作业无监护人,Low,1,已整改,2025-02-01,24.0,袁楠,王涛,recent
HZ-2025-R00059,2025-01-08,2025,1,2,2025Q1,Wednesday,ELECTROLYSIS,电解车间,个人防护,PPE佩戴不规范,电解车间作业人员未佩戴护目镜,Low,3,已整改,2025-02-06,29.0,陶欣,芦婷婷,recent
HZ-2025-R00057,2025-01-08,2025,1,2,2025Q1,Wednesday,NICKEL_COBALT,镍钴车间,消防安全,灭火器过期,镍钴车间灭火器压力不足,Low,1,已整改,2025-01-25,17.0,朱秀荣,杨霞,recent
HZ-2025-R00056,2025-01-08,2025,1,2,2025Q1,Wednesday,CONTROL_CENTER,中控室,消防安全,消防栓问题,中控室消防栓被遮挡,Low,2,已整改,2025-01-17,9.0,夏东,鲍金凤,recent
HZ-2025-R00055,2025-01-08,2025,1,2,2025Q1,Wednesday,UTILITIES,公用工程,消防安全,灭火器过期,公用工程灭火器压力不足,Low,1,逾期,,,朱强,王亮,recent
HZ-2025-R00054,2025-01-08,2025,1,2,2025Q1,Wednesday,CONTROL_CENTER,中控室,消防安全,消防栓问题,中控室消防栓箱内设备不全,Low,2,已整改,2025-02-07,30.0,王晨,史柳,recent
HZ-2025-R00058,2025-01-08,2025,1,2,2025Q1,Wednesday,UTILITIES,公用工程,行走安全,照明不足,公用工程照明灯损坏未更换,Low,1,已整改,2025-01-24,16.0,叶强,张秀梅,recent
HZ-2025-R00069,2025-01-09,2025,1,2,2025Q1,Thursday,UTILITIES,公用工程,作业安全,高处作业违规,公用工程高处作业未系安全带,Medium,6,已整改,2025-01-18,9.0,李想,张桂芳,recent
HZ-2025-R00071,2025-01-09,2025,1,2,2025Q1,Thursday,ELECTROLYSIS,电解车间,消防安全,灭火器过期,电解车间灭火器超过有效期,Low,3,已整改,2025-02-24,46.0,陈博,陈岩,recent
HZ-2025-R00070,2025-01-09,2025,1,2,2025Q1,Thursday,CONTROL_CENTER,中控室,消防安全,灭火器过期,中控室灭火器超过有效期,Low,1,已整改,2025-01-24,15.0,喻淑华,李旭,recent
HZ-2025-R00068,2025-01-09,2025,1,2,2025Q1,Thursday,ELECTROLYSIS,电解车间,化学品安全,标识缺失,电解车间管道标识不清,Low,3,已整改,2025-01-16,7.0,王洁,高秀兰,recent
HZ-2025-R00064,2025-01-09,2025,1,2,2025Q1,Thursday,CONTROL_CENTER,中控室,机械安全,设备故障,中控室设备带病运行,Medium,6,已整改,2025-01-21,12.0,周晶,莫娜,recent
HZ-2025-R00066,2025-01-09,2025,1,2,2025Q1,Thursday,NICKEL_COBALT,镍钴车间,电气安全,临时用电,镍钴车间临时电缆未架空，存在损坏风险,Low,1,已整改,2025-01-22,13.0,刘静,魏静,recent
HZ-2025-R00065,2025-01-09,2025,1,2,2025Q1,Thursday,SULFURIC_ACID,硫酸车间,化学品安全,泄漏风险,硫酸车间储罐液位超限,Low,1,已整改,2025-03-05,55.0,钟桂花,王红,recent
HZ-2025-R00067,2025-01-09,2025,1,2,2025Q1,Thursday,SULFURIC_ACID,硫酸车间,电气安全,临时用电,硫酸车间发现临时用电未办理审批手续,Low,3,已整改,2025-01-24,15.0,张敏,佟秀芳,recent
HZ-2025-R00072,2025-01-10,2025,1,2,2025Q1,Friday,UTILITIES,公用工程,机械安全,紧急停止失效,公用工程急停按钮失效,Low,3,已整改,2025-03-04,53.0,王玉,胡强,recent
HZ-2025-R00073,2025-01-10,2025,1,2,2025Q1,Friday,WASTEWATER,废水处理,化学品安全,存储不当,废水处理危化品超量存储,Low,2,已整改,2025-01-27,17.0,李秀芳,杨玉兰,recent
HZ-2025-R00074,2025-01-10,2025,1,2,2025Q1,Friday,NICKEL_COBALT,镍钴车间,消防安全,消防栓问题,镍钴车间消防栓箱内设备不全,Low,3,已整改,2025-02-05,26.0,钟秀芳,崔桂芝,recent
HZ-2025-R00075,2025-01-10,2025,1,2,2025Q1,Friday,EXTRACTION,萃取车间,消防安全,烟感故障,萃取车间烟感探测器被遮挡,Low,3,已整改,2025-02-10,31.0,胡建华,杜娟,recent
HZ-2025-R00076,2025-01-10,2025,1,2,2025Q1,Friday,NICKEL_COBALT,镍钴车间,消防安全,灭火器过期,镍钴车间灭火器超过有效期,Low,1,已整改,2025-02-08,29.0,刘淑兰,李云,recent
HZ-2025-R00077,2025-01-10,2025,1,2,2025Q1,Friday,CONTROL_CENTER,中控室,消防安全,灭火器过期,中控室灭火器超过有效期,Low,3,已整改,2025-02-07,28.0,成淑兰,王红霞,recent
HZ-2025-R00078,2025-01-10,2025,1,2,2025Q1,Friday,ELECTROLYSIS,电解车间,电气安全,配电箱隐患,电解车间配电箱门未关闭上锁,High,10,已整改,2025-01-11,1.0,王洋,张海燕,recent
HZ-2025-R00079,2025-01-10,2025,1,2,2025Q1,Friday,ELECTROLYSIS,电解车间,消防安全,消防栓问题,电解车间消防栓箱内设备不全,Medium,5,已整改,2025-01-23,13.0,赵秀云,杨荣,recent
HZ-2025-R00080,2025-01-10,2025,1,2,2025Q1,Friday,UTILITIES,公用工程,特种设备,起重机械问题,公用工程吊钩无防脱装置,Low,3,已整改,2025-02-06,27.0,王帆,平丽娟,recent
HZ-2025-R00081,2025-01-10,2025,1,2,2025Q1,Friday,NICKEL_COBALT,镍钴车间,电气安全,线路老化,镍钴车间线路超负荷运行,Low,2,已整改,2025-02-06,27.0,王想,应燕,recent
HZ-2025-R00082,2025-01-11,2025,1,2,2025Q1,Saturday,RAW_MATERIAL,原料仓库,电气安全,接地不良,原料仓库接地电阻超标,Low,3,已整改,2025-03-10,58.0,王晶,褚鑫,recent
HZ-2025-R00083,2025-01-11,2025,1,2,2025Q1,Saturday,SULFURIC_ACID,硫酸车间,作业安全,受限空间问题,硫酸车间受限空间作业未检测,Medium,6,已整改,2025-01-24,13.0,李红,赵丽丽,recent
HZ-2025-R00085,2025-01-12,2025,1,2,2025Q1,Sunday,UTILITIES,公用工程,行走安全,通道障碍,公用工程通道被物料堆占,Medium,4,已整改,2025-01-23,11.0,朱雷,王俊,recent
HZ-2025-R00084,2025-01-12,2025,1,2,2025Q1,Sunday,RAW_MATERIAL,原料仓库,化学品安全,存储不当,原料仓库化学品未分类存放,Low,3,已整改,2025-02-08,27.0,邹淑兰,黄东,recent
HZ-2025-R00093,2025-01-13,2025,1,3,2025Q1,Monday,NICKEL_COBALT,镍钴车间,化学品安全,标识缺失,镍钴车间化学品无安全标签,Low,2,已整改,2025-02-09,27.0,薛建华,王娜,recent
HZ-2025-R00086,2025-01-13,2025,1,3,2025Q1,Monday,ELECTROLYSIS,电解车间,消防安全,应急照明故障,电解车间应急照明灯不亮,Low,3,已整改,2025-02-01,19.0,唐玉英,陈晶,recent
HZ-2025-R00087,2025-01-13,2025,1,3,2025Q1,Monday,SULFURIC_ACID,硫酸车间,行走安全,台阶损坏,硫酸车间楼梯台阶破损,Medium,5,已整改,2025-01-17,4.0,廖帆,戴明,recent
HZ-2025-R00088,2025-01-13,2025,1,3,2025Q1,Monday,ELECTROLYSIS,电解车间,化学品安全,MSDS缺失,电解车间未配备化学品安全技术说明书,Low,3,已整改,2025-02-10,28.0,张建华,李淑华,recent
HZ-2025-R00089,2025-01-13,2025,1,3,2025Q1,Monday,EXTRACTION,萃取车间,机械安全,设备故障,萃取车间设备带病运行,Medium,6,已整改,2025-01-26,13.0,马涛,黄琴,recent
HZ-2025-R00090,2025-01-13,2025,1,3,2025Q1,Monday,ELECTROLYSIS,电解车间,消防安全,烟感故障,电解车间烟感探测器被遮挡,Low,3,已整改,2025-01-27,14.0,张兰英,郭春梅,recent
HZ-2025-R00091,2025-01-13,2025,1,3,2025Q1,Monday,NICKEL_COBALT,镍钴车间,电气安全,临时用电,镍钴车间临时电缆未架空，存在损坏风险,Low,1,已整改,2025-01-21,8.0,董文,田华,recent
HZ-2025-R00092,2025-01-13,2025,1,3,2025Q1,Monday,UTILITIES,公用工程,消防安全,灭火器过期,公用工程灭火器压力不足,Medium,4,已整改,2025-01-23,10.0,刘丹,何飞,recent
HZ-2025-R00094,2025-01-13,2025,1,3,2025Q1,Monday,SULFURIC_ACID,硫酸车间,行走安全,通道障碍,硫酸车间安全通道宽度不足,Low,1,已整改,2025-01-29,16.0,熊文,周柳,recent
HZ-2025-R00095,2025-01-13,2025,1,3,2025Q1,Monday,NICKEL_COBALT,镍钴车间,行走安全,照明不足,镍钴车间照明灯损坏未更换,Low,1,已整改,2025-01-29,16.0,林燕,余磊,recent
HZ-2025-R00104,2025-01-14,2025,1,3,2025Q1,Tuesday,EXTRACTION,萃取车间,机械安全,防护罩缺失,萃取车间传动部件防护罩缺失,Low,1,已整改,2025-02-01,18.0,刘勇,唐柳,recent
HZ-2025-R00105,2025-01-14,2025,1,3,2025Q1,Tuesday,SULFURIC_ACID,硫酸车间,消防安全,灭火器过期,硫酸车间灭火器压力不足,Low,3,已整改,2025-01-25,11.0,孙超,黄斌,recent
HZ-2025-R00103,2025-01-14,2025,1,3,2025Q1,Tuesday,RAW_MATERIAL,原料仓库,化学品安全,存储不当,原料仓库化学品未分类存放,Low,3,已整改,2025-01-30,16.0,汪淑华,陈龙,recent
HZ-2025-R00107,2025-01-14,2025,1,3,2025Q1,Tuesday,ELECTROLYSIS,电解车间,电气安全,线路老化,电解车间电缆绝缘层破损,Medium,6,已整改,2025-01-27,13.0,王桂英,陈宇,recent
HZ-2025-R00106,2025-01-14,2025,1,3,2025Q1,Tuesday,NICKEL_COBALT,镍钴车间,电气安全,线路老化,镍钴车间电缆绝缘层破损,Low,2,已整改,2025-01-24,10.0,周玉英,沈文,recent
HZ-2025-R00102,2025-01-14,2025,1,3,2025Q1,Tuesday,CONTROL_CENTER,中控室,机械安全,防护罩缺失,中控室设备防护装置被拆除,Low,2,已整改,2025-01-26,12.0,李秀芳,黄欣,recent
HZ-2025-R00097,2025-01-14,2025,1,3,2025Q1,Tuesday,UTILITIES,公用工程,电气安全,配电箱隐患,公用工程配电箱门未关闭上锁,Medium,7,已整改,2025-01-24,10.0,林建,成坤,recent
HZ-2025-R00100,2025-01-14,2025,1,3,2025Q1,Tuesday,ELECTROLYSIS,电解车间,机械安全,防护罩缺失,电解车间传动部件防护罩缺失,Low,1,已整改,2025-02-12,29.0,贺婷,刘莹,recent
HZ-2025-R00099,2025-01-14,2025,1,3,2025Q1,Tuesday,ELECTROLYSIS,电解车间,化学品安全,标识缺失,电解车间化学品无安全标签,High,9,已整改,2025-01-16,2.0,李芳,张杰,recent
HZ-2025-R00098,2025-01-14,2025,1,3,2025Q1,Tuesday,WASTEWATER,废水处理,机械安全,设备故障,废水处理设备异常振动未处理,Medium,7,已整改,2025-01-22,8.0,刘林,萧霞,recent
HZ-2025-R00101,2025-01-14,2025,1,3,2025Q1,Tuesday,ELECTROLYSIS,电解车间,化学品安全,MSDS缺失,电解车间未配备化学品安全技术说明书,Low,3,已整改,2025-01-27,13.0,朱凤英,谢丽华,recent
HZ-2025-R00096,2025-01-14,2025,1,3,2025Q1,Tuesday,FINISHED_GOODS,成品仓库,行走安全,地面湿滑,成品仓库油污导致地面湿滑,Medium,4,已整改,2025-01-21,7.0,张桂兰,欧明,recent
HZ-2025-R00117,2025-01-15,2025,1,3,2025Q1,Wednesday,WASTEWATER,废水处理,消防安全,消防通道堵塞,废水处理消防通道被物料占用,Low,2,逾期,,,徐秀云,高强,recent
HZ-2025-R00115,2025-01-15,2025,1,3,2025Q1,Wednesday,CONTROL_CENTER,中控室,行走安全,通道障碍,中控室通道被物料堆占,Low,3,逾期,,,王燕,刘洁,recent
HZ-2025-R00114,2025-01-15,2025,1,3,2025Q1,Wednesday,FINISHED_GOODS,成品仓库,消防安全,灭火器过期,成品仓库灭火器压力不足,Low,3,已整改,2025-01-22,7.0,潘军,张波,recent
HZ-2025-R00113,2025-01-15,2025,1,3,2025Q1,Wednesday,WASTEWATER,废水处理,电气安全,漏电保护失效,废水处理漏电保护器跳闸后强行合闸,Low,1,已整改,2025-01-22,7.0,吴云,李桂英,recent
HZ-2025-R00116,2025-01-15,2025,1,3,2025Q1,Wednesday,NICKEL_COBALT,镍钴车间,化学品安全,混存问题,镍钴车间氧化剂与还原剂混存,Low,2,已整改,2025-01-22,7.0,王彬,蔡阳,recent
HZ-2025-R00111,2025-01-15,2025,1,3,2025Q1,Wednesday,RAW_MATERIAL,原料仓库,消防安全,应急照明故障,原料仓库应急照明灯不亮,Low,3,已整改,2025-01-26,11.0,阎春梅,李旭,recent
HZ-2025-R00110,2025-01-15,2025,1,3,2025Q1,Wednesday,RAW_MATERIAL,原料仓库,化学品安全,存储不当,原料仓库化学品未分类存放,Low,3,已整改,2025-02-09,25.0,黄梅,秦海燕,recent
HZ-2025-R00109,2025-01-15,2025,1,3,2025Q1,Wednesday,WASTEWATER,废水处理,作业安全,动火作业隐患,废水处理动火作业无审批,Low,1,已整改,2025-02-22,38.0,温雪,李秀华,recent
HZ-2025-R00108,2025-01-15,2025,1,3,2025Q1,Wednesday,ELECTROLYSIS,电解车间,电气安全,配电箱隐患,电解车间配电箱警示标识缺失,Low,3,已整改,2025-01-25,10.0,张雪,杨玲,recent
HZ-2025-R00112,2025-01-15,2025,1,3,2025Q1,Wednesday,FINISHED_GOODS,成品仓库,行走安全,照明不足,成品仓库照明灯损坏未更换,Low,2,已整改,2025-02-13,29.0,马宁,陈敏,recent
HZ-2025-R00127,2025-01-16,2025,1,3,2025Q1,Thursday,RAW_MATERIAL,原料仓库,个人防护,PPE佩戴不规范,原料仓库作业人员未穿防护服,Low,2,已整改,2025-02-13,28.0,刘建军,郭浩,recent
HZ-2025-R00126,2025-01-16,2025,1,3,2025Q1,Thursday,NICKEL_COBALT,镍钴车间,消防安全,消防通道堵塞,镍钴车间安全出口被锁闭,Low,1,已整改,2025-01-26,10.0,潘雪梅,刘宇,recent
HZ-2025-R00125,2025-01-16,2025,1,3,2025Q1,Thursday,NICKEL_COBALT,镍钴车间,电气安全,配电箱隐患,镍钴车间配电箱内堆放杂物,Low,1,已整改,2025-02-14,29.0,罗雪,马萍,recent
HZ-2025-R00124,2025-01-16,2025,1,3,2025Q1,Thursday,EXTRACTION,萃取车间,行走安全,照明不足,萃取车间照度不达标,Medium,4,已整改,2025-01-20,4.0,张东,郭倩,recent
HZ-2025-R00123,2025-01-16,2025,1,3,2025Q1,Thursday,NICKEL_COBALT,镍钴车间,电气安全,漏电保护失效,镍钴车间漏电保护器跳闸后强行合闸,Low,3,已整改,2025-01-31,15.0,易志强,陈玉,recent
HZ-2025-R00121,2025-01-16,2025,1,3,2025Q1,Thursday,NICKEL_COBALT,镍钴车间,消防安全,消防通道堵塞,镍钴车间安全出口被锁闭,High,10,已整改,2025-01-18,2.0,邹凤英,路佳,recent
HZ-2025-R00120,2025-01-16,2025,1,3,2025Q1,Thursday,RAW_MATERIAL,原料仓库,电气安全,临时用电,原料仓库临时电缆未架空，存在损坏风险,Low,2,已整改,2025-01-27,11.0,张亮,鞠健,recent
HZ-2025-R00119,2025-01-16,2025,1,3,2025Q1,Thursday,UTILITIES,公用工程,化学品安全,混存问题,公用工程酸碱类化学品混存,Low,2,已整改,2025-01-31,15.0,张宁,王想,recent
HZ-2025-R00118,2025-01-16,2025,1,3,2025Q1,Thursday,EXTRACTION,萃取车间,消防安全,灭火器过期,萃取车间灭火器压力不足,Low,3,已整改,2025-02-14,29.0,高璐,曹莹,recent
HZ-2025-R00122,2025-01-16,2025,1,3,2025Q1,Thursday,SULFURIC_ACID,硫酸车间,化学品安全,存储不当,硫酸车间化学品未分类存放,Medium,7,已整改,2025-01-28,12.0,郑玉梅,林娟,recent
HZ-2025-R00132,2025-01-17,2025,1,3,2025Q1,Friday,UTILITIES,公用工程,电气安全,临时用电,公用工程发现临时用电未办理审批手续,Low,2,已整改,2025-02-04,18.0,邹超,陈辉,recent
HZ-2025-R00133,2025-01-17,2025,1,3,2025Q1,Friday,FINISHED_GOODS,成品仓库,消防安全,应急照明故障,成品仓库疏散指示标志损坏,Medium,4,已整改,2025-01-24,7.0,钟荣,温璐,recent
HZ-2025-R00131,2025-01-17,2025,1,3,2025Q1,Friday,NICKEL_COBALT,镍钴车间,个人防护,防护用品损坏,镍钴车间安全帽破损,Medium,7,已整改,2025-01-31,14.0,王慧,王欣,recent
HZ-2025-R00134,2025-01-17,2025,1,3,2025Q1,Friday,RAW_MATERIAL,原料仓库,消防安全,灭火器过期,原料仓库灭火器超过有效期,Low,1,已整改,2025-02-09,23.0,孙桂珍,胡琴,recent
HZ-2025-R00129,2025-01-17,2025,1,3,2025Q1,Friday,WASTEWATER,废水处理,消防安全,消防栓问题,废水处理消防栓被遮挡,Low,2,已整改,2025-02-05,19.0,吕晨,徐兵,recent
HZ-2025-R00128,2025-01-17,2025,1,3,2025Q1,Friday,SULFURIC_ACID,硫酸车间,个人防护,防护用品缺失,硫酸车间专用防护用品未配备,Low,1,已整改,2025-02-04,18.0,张桂兰,陈桂花,recent
HZ-2025-R00130,2025-01-17,2025,1,3,2025Q1,Friday,NICKEL_COBALT,镍钴车间,消防安全,灭火器过期,镍钴车间灭火器压力不足,Low,3,已整改,2025-02-08,22.0,张淑英,高玉梅,recent
HZ-2025-R00135,2025-01-18,2025,1,3,2025Q1,Saturday,NICKEL_COBALT,镍钴车间,电气安全,接地不良,镍钴车间设备接地线松动,Low,3,已整改,2025-01-31,13.0,方婷婷,周桂花,recent
HZ-2025-R00136,2025-01-18,2025,1,3,2025Q1,Saturday,UTILITIES,公用工程,化学品安全,存储不当,公用工程化学品未分类存放,Low,1,已整改,2025-01-31,13.0,温婷婷,徐婷,recent
HZ-2025-R00137,2025-01-18,2025,1,3,2025Q1,Saturday,UTILITIES,公用工程,化学品安全,混存问题,公用工程氧化剂与还原剂混存,Medium,6,已整改,2025-01-30,12.0,王军,范艳,recent
HZ-2025-R00138,2025-01-19,2025,1,3,2025Q1,Sunday,RAW_MATERIAL,原料仓库,特种设备,叉车违规,原料仓库叉车超速行驶,Low,1,已整改,2025-02-16,28.0,陈淑珍,吕华,recent
